0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,1
7,1
7.5,1
8,1
8.5,1
9,1
9.5,2
10,2
10.5,2
11,2
11.5,2
12,2
12.5,2
13,2
13.5,2
14,2
14.5,2
15,2
15.5,2
16,2
16.5,2
17,2
17.5,2
18,2
18.5,2
19,2
19.5,2
20,2
20.5,2
21,2
21.5,2
22,2
22.5,2
23,2
23.5,2
24,2
24.5,2
25,2
25.5,2
26,2
26.5,2
27,2
27.5,2
28,2
28.5,2
29,2
29.5,2
30,2
30.5,2
31,2
31.5,2
32,2
32.5,2
33,2
33.5,2
34,2
34.5,2
35,2
35.5,2
36,2
36.5,2
37,2
37.5,2
38,2
38.5,2
39,3
39.5,3
40,3
40.5,3
41,3
41.5,3
42,3
42.5,3
43,3
43.5,3
44,3
44.5,3
45,3
45.5,3
46,3
46.5,3
47,3
47.5,3
48,3
48.5,3
49,3
49.5,3
50,3
50.5,3
51,3
51.5,3
52,3
52.5,3
53,3
53.5,3
54,3
54.5,3
55,3
55.5,3
56,3
56.5,3
57,3
57.5,3
58,3
58.5,3
59,3
59.5,3
60,3
60.5,3
61,3
61.5,3
62,3
62.5,3
63,3
63.5,3
64,3
64.5,3
65,3
65.5,4
66,4
66.5,4
67,4
67.5,4
68,4
68.5,4
69,4
69.5,4
70,4
70.5,4
71,4
71.5,4
72,4
72.5,4
73,4
73.5,4
74,4
74.5,4
75,4
75.5,4
76,4
76.5,4
77,4
77.5,4
78,4
78.5,4
79,5
79.5,5
80,5
80.5,5
81,5
81.5,5
82,5
82.5,5
83,5
83.5,5
84,5
84.5,5
85,5
85.5,5
86,5
86.5,5
87,5
87.5,5
88,5
88.5,5
89,5
89.5,5
90,5
90.5,5
91,5
91.5,5
92,5
92.5,5
93,5
93.5,5
94,5
94.5,5
95,5
95.5,5
96,5
96.5,5
97,5
97.5,5
98,5
98.5,5
99,5
99.5,5
100,5
100.5,5
101,5
101.5,5
102,5
102.5,5
103,5
103.5,5
104,5
104.5,5
105,5
105.5,5
106,5
106.5,5
107,5
107.5,5
108,5
108.5,5
109,5
109.5,5
110,5
110.5,5
111,5
111.5,5
112,5
112.5,5
113,5
113.5,5
114,5
114.5,5
115,5
115.5,5
116,5
116.5,5
117,5
117.5,5
118,5
118.5,5
119,5
119.5,5
120,5
120.5,5
121,5
121.5,5
122,5
122.5,5
123,5
123.5,5
124,5
124.5,5
125,5
125.5,6
126,6
126.5,6
127,6
127.5,6
128,6
128.5,6
129,6
129.5,6
130,6
130.5,6
131,6
131.5,6
132,6
132.5,6
133,6
133.5,6
134,6
134.5,6
135,6
135.5,6
136,6
136.5,6
137,6
137.5,6
138,6
138.5,6
139,6
139.5,6
140,6
140.5,6
141,6
141.5,6
142,6
142.5,6
143,6
143.5,6
144,6
144.5,6
145,6
145.5,6
146,6
146.5,6
147,6
147.5,6
148,6
148.5,6
149,6
149.5,6
150,6
150.5,6
151,6
151.5,6
152,6
152.5,6
153,6
153.5,6
154,6
154.5,6
155,6
155.5,6
156,6
156.5,6
157,6
157.5,6
158,6
158.5,6
159,6
159.5,6
160,6
160.5,6
161,6
161.5,6
162,6
162.5,6
163,6
163.5,6
164,6
164.5,6
165,6
165.5,8
166,8
166.5,8
167,8
167.5,8
168,8
168.5,8
169,8
169.5,8
170,8
170.5,8
171,8
171.5,8
172,8
172.5,8
173,8
173.5,8
174,8
174.5,8
175,8
175.5,8
176,8
176.5,8
177,8
177.5,8
178,8
178.5,8
179,8
179.5,8
180,8
180.5,8
181,8
181.5,8
182,8
182.5,8
183,8
183.5,8
184,8
184.5,8
185,8
185.5,8
186,8
186.5,8
187,8
187.5,8
188,8
188.5,8
189,8
189.5,8
190,8
190.5,8
191,8
191.5,8
192,8
192.5,8
