0,0
0.5,0
1,0
1.5,0
2,0
2.5,0
3,0
3.5,0
4,0
4.5,0
5,0
5.5,0
6,0
6.5,0
7,0
7.5,0
8,0
8.5,0
9,0
9.5,0
10,0
10.5,0
11,0
11.5,0
12,0
12.5,0
13,0
13.5,0
14,0
14.5,0
15,0
15.5,0
16,0
16.5,0
17,0
17.5,0
18,0
18.5,0
19,0
19.5,0
20,0
20.5,0
21,0
21.5,0
22,0
22.5,0
23,0
23.5,0
24,0
24.5,0
25,0
25.5,1
26,1
26.5,1
27,1
27.5,1
28,1
28.5,1
29,1
29.5,1
30,1
30.5,1
31,1
31.5,1
32,1
32.5,2
33,2
33.5,2
34,2
34.5,2
35,2
35.5,2
36,2
36.5,2
37,2
37.5,2
38,2
38.5,2
39,2
39.5,2
40,2
40.5,2
41,2
41.5,2
42,2
42.5,2
43,2
43.5,2
44,2
44.5,2
45,2
45.5,2
46,2
46.5,2
47,2
47.5,2
48,2
48.5,2
49,2
49.5,2
50,2
50.5,2
51,2
51.5,2
52,2
52.5,4
53,4
53.5,4
54,4
54.5,4
55,4
55.5,4
56,4
56.5,4
57,4
57.5,4
58,4
58.5,4
59,4
59.5,4
60,4
60.5,4
61,4
61.5,4
62,4
62.5,4
63,4
63.5,4
64,4
64.5,4
65,4
65.5,4
66,4
66.5,4
67,4
67.5,4
68,4
68.5,4
69,4
69.5,4
70,4
70.5,4
71,4
71.5,4
72,4
72.5,4
73,4
73.5,4
74,4
74.5,4
75,4
75.5,4
76,4
76.5,4
77,4
77.5,4
78,4
78.5,4
79,5
79.5,5
80,5
80.5,5
81,5
81.5,5
82,5
82.5,5
83,5
83.5,5
84,5
84.5,5
85,5
85.5,5
86,5
86.5,5
87,5
87.5,5
88,5
88.5,5
89,5
89.5,5
90,5
90.5,5
91,5
91.5,5
92,5
92.5,6
93,6
93.5,6
94,6
94.5,6
95,6
95.5,6
96,6
96.5,6
97,6
97.5,6
98,6
98.5,6
99,6
99.5,6
100,6
100.5,6
101,6
101.5,6
102,6
102.5,6
103,6
103.5,6
104,6
104.5,6
105,6
105.5,6
106,6
106.5,6
107,6
107.5,6
108,6
108.5,6
109,6
109.5,6
110,6
110.5,6
111,6
111.5,6
112,6
112.5,8
113,8
113.5,8
114,8
114.5,8
115,8
115.5,8
116,8
116.5,8
117,8
117.5,8
118,8
118.5,8
119,9
119.5,9
120,9
120.5,9
121,9
121.5,9
122,9
122.5,9
123,9
123.5,9
124,9
124.5,9
125,9
125.5,9
126,9
126.5,9
127,9
127.5,9
128,9
128.5,9
129,9
129.5,9
130,9
130.5,9
131,9
131.5,9
132,9
132.5,9
133,9
133.5,9
134,9
134.5,9
135,9
135.5,9
136,9
136.5,9
137,9
137.5,9
138,9
138.5,9
139,10
139.5,10
140,10
140.5,10
141,10
141.5,10
142,10
142.5,10
143,10
143.5,10
144,10
144.5,10
145,10
145.5,10
146,10
146.5,10
147,10
147.5,10
148,10
148.5,10
149,10
149.5,10
150,10
150.5,10
151,10
151.5,10
152,10
152.5,10
153,10
153.5,10
154,10
154.5,10
155,10
155.5,10
156,10
156.5,10
157,10
157.5,10
158,10
158.5,10
159,11
159.5,11
160,11
160.5,11
161,11
161.5,11
162,11
162.5,11
163,11
163.5,11
164,11
164.5,11
165,11
165.5,12
166,12
166.5,12
167,12
167.5,12
168,12
168.5,12
169,12
169.5,12
170,12
170.5,12
171,12
171.5,12
172,12
172.5,14
173,14
173.5,14
174,14
174.5,14
175,14
175.5,14
176,14
176.5,14
177,14
177.5,14
178,14
178.5,14
179,15
179.5,15
180,15
180.5,15
181,15
181.5,15
182,15
182.5,15
183,15
183.5,15
184,15
184.5,15
185,15
185.5,15
186,15
186.5,15
187,15
187.5,15
188,15
188.5,15
189,15
189.5,15
190,15
190.5,15
191,15
191.5,15
192,15
192.5,15
